tic,conm,fyear,sale,cogs,ni,at,sich
DK,DELEK US HOLDINGS INC,2024,11852.2,11543.1,-560.4,6665.8,2911
FANG,DIAMONDBACK ENERGY INC,2024,11066.0,3303.0,3338.0,67292.0,1311
PSX,PHILLIPS 66,2024,143153.0,136182.0,2117.0,72582.0,2911
TPNEF,HEMLO MINING CORP,2024,0.0,0.0,-0.119,0.342,1311
BATL,BATTALION OIL CORP,2024,193.893,115.845,-31.882,431.048,1311
REI,RING ENERGY INC,2024,366.327,103.703,67.47,1408.099,1311
SD,SANDRIDGE ENERGY INC,2024,125.29,46.792,62.986,581.511,1311
CVI,CVR ENERGY INC,2024,7610.0,7115.0,7.0,4263.0,2911
EPSN,EPSILON ENERGY LTD,2024,31.523,10.981,1.928,120.455,1311
BIP,BROOKFIELD INFRS PTRS LP,2024,21039.0,12437.0,391.0,104590.0,4911
ETR8,ENTERGY TEXAS INC,2024,2050.15,1284.587,293.622,8970.08,4911
NMEX,NORTHERN MINERALS & EXPL LTD,2024,0.0,0.0,-0.17,0.053,1311
KGEI,KOLIBRI GLOBAL ENERGY INC,2024,58.651,9.308,18.115,248.759,1311
DUK5,DUKE ENERGY CAROLINAS LLC,2024,9718.0,5368.0,1883.0,55005.0,4911
MMEX,MMEX RESOURCES CORP,2024,0.0,0.0,-2.299,1.013,2911
SOUTF,SOUTHERN ENERGY CORP,2024,12.891,7.87,-11.52,53.801,1311
PARXF,PAREX RESOURCES INC,2024,1085.608,401.806,60.68,2155.062,1311
CHRD,CHORD ENERGY CORP,2024,5251.082,2847.56,848.627,13032.007,1311
VLERF,VALEURA ENERGY INC,2024,597.071,186.407,240.797,857.31,1311
VOC,VOC ENERGY TRUST,2024,13.623,0.0,12.41,11.872,1311
KOS,KOSMOS ENERGY LTD,2024,1675.358,567.689,189.851,5308.988,1311
PROP,PRAIRIE OPERATING CO,2024,7.939,2.72,-40.912,156.554,1311
MPC,MARATHON PETROLEUM CORP,2024,138864.0,127058.0,3445.0,78858.0,2911
CIVI,CIVITAS RESOURCES INC,2024,5206.808,1398.271,838.723,14944.12,1311
MTDR,MATADOR RESOURCES CO,2024,3504.981,962.502,885.322,10850.109,1311
VTLE,VITAL ENGY INC,2024,1952.314,1127.831,-173.521,5878.946,1311
HPMCF,AFRICA ENERGY CORP,2024,0.0,0.0,-100.615,42.577,1311
AMPY,AMPLIFY ENERGY CORP,2024,294.681,182.272,12.946,747.076,1311
PBF,PBF ENERGY INC,2024,33115.3,33244.7,-533.8,12703.2,2911
ECAOF,ECO ATLANTIC OIL & GAS LTD,2024,0.0,0.0,-2.278,21.564,1311
AXIA,AXIA ENERGIA SA,2024,6496.614,3672.497,1677.95,46866.837,4911
ENLAY,ENEL SPA,2024,81734.824,59270.612,7263.753,193747.365,4911
NGG,NATIONAL GRID,2024,23744.376,14613.812,3749.384,137910.664,4911
PAM,PAMPA ENERGIA SA,2024,1876.0,1184.0,619.0,6345.0,4911
EQNR,EQUINOR ASA,2024,102502.0,60625.0,8806.0,131141.0,2911
ENGIY,ENGIE SA,2024,76418.494,61821.622,4250.994,196237.291,4911
PBR,PETROLEO BRASILEIRO SA- PETR,2024,91416.0,38462.0,7528.0,181645.0,2911
GPRK,GEOPARK LTD,2024,660.838,164.034,96.379,1200.055,1311
TETHF,TETHYS PETROLEUM LTD,2024,15.201,26.716,-12.386,56.231,1311
EC,ECOPETROL SA,2024,30235.341,16010.104,3138.758,67632.374,2911
DEC,DIVERSIFIED ENERGY CO,2024,794.841,428.902,-88.272,4003.525,1311
VIST,VISTA ENERGY SAB DE CV,2024,1647.768,392.326,477.521,4232.372,1311
CSTPF,ARROW EXPLORATION CORP,2024,73.725,12.696,13.175,81.269,1311
RNW,RENEW ENERGY GLOBAL PLC,2024,1135.942,304.188,44.636,11232.662,4911
TBN,TAMBORAN RESOURCES CORP,2024,0.0,0.0,-21.918,358.644,1311
PNW,PINNACLE WEST CAPITAL CORP,2025,5339.939,3356.966,616.531,30031.599,4911
SO1,ALABAMA POWER CO,2025,8235.0,4556.0,1516.0,38124.0,4911
AEP,AMERICAN ELECTRIC POWER CO,2025,21605.5,13057.9,3580.0,114460.0,4911
APA,APA CORP,2025,8867.0,3271.0,1434.0,17761.0,1311
AEP1,APPALACHIAN POWER,2025,4209.0,2793.0,457.0,17792.0,4911
PNW1,ARIZONA PUBLIC SERVICE CO,2025,5339.939,3348.926,667.315,29886.359,4911
ETR1,ENTERGY ARKANSAS,2025,2784.047,1524.917,440.532,16470.902,4911
BRN,BARNWELL INDUSTRIES,2025,13.643,9.023,-7.103,20.812,1311
DUK8,PROGRESS ENERGY INC,2025,14509.0,8261.0,2415.0,75838.0,4911
CVX,CHEVRON CORP,2025,184432.0,141397.0,12299.0,324012.0,2911
NU1,CONNECTICUT LIGHT & POWER CO,2025,5240.994,3937.579,551.329,17178.739,4911
AES5,DPL INC,2025,1070.6,812.7,33.0,3781.0,4911
D,DOMINION ENERGY INC,2025,16506.0,9599.0,2998.0,115857.0,4911
EQT,EQT CORP,2025,8644.211,2624.659,2039.247,41792.874,1311
XOM,EXXON MOBIL CORP,2025,323905.0,251939.0,28844.0,448980.0,2911
NEE,NEXTERA ENERGY INC,2025,27412.0,12552.0,6835.0,212721.0,4911
FPL1,FLORIDA POWER & LIGHT CO,2025,18262.0,7664.0,5012.0,105158.0,4911
DUK9,DUKE ENERGY FLORIDA INC,2025,7105.0,4100.0,1193.0,29656.0,4911
SO2,GEORGIA POWER,2025,12631.0,6718.0,2851.0,68077.0,4911
HE1,HAWAIIAN ELECTRIC CO,2025,3071.182,2525.332,171.555,8530.52,4911
HE,HAWAIIAN ELECTRIC INDS,2025,3086.896,2539.574,126.281,8922.879,4911
DINO,HF SINCLAIR CORP,2025,26869.0,24568.0,579.0,16510.0,2911
IDA,IDACORP INC,2025,1812.997,1207.949,323.472,10225.437,4911
AEP2,INDIANA MICHIGAN POWER CO,2025,3031.0,1985.0,414.0,14625.0,4911
AES4,IPALCO ENTERPRISES INC,2025,1933.08,1200.73,323.36,7757.177,4911
GPU3,JERSEY CENTRAL POWER & LIGHT,2025,2638.0,1971.0,306.0,11109.0,4911
AEP4,KENTUCKY POWER,2025,766.384,525.427,40.797,3559.89,4911
RRC,RANGE RESOURCES CORP,2025,3109.699,1543.871,658.024,7421.948,1311
ETR2,ENTERGY LOUISIANA LLC,2025,5732.099,3482.687,1109.948,33337.57,4911
ETR6,SYSTEM ENERGY RESOURCES INC,2025,581.481,300.07,88.095,5008.405,4911
ETR,ENTERGY CORP,2025,12946.686,7438.84,1776.591,71890.73,4911
ETR4,ENTERGY MISSISSSIPPI,2025,1955.705,1165.686,311.864,8476.474,4911
SO4,MISSISSIPPI POWER CO,2025,1695.0,1150.0,215.0,5637.0,4911
MUR,MURPHY OIL CORP,2025,2695.772,1119.173,104.234,9832.626,1311
OXY,OCCIDENTAL PETROLEUM CORP,2025,21593.0,7547.0,2326.0,84186.0,1311
FE,FIRSTENERGY CORP,2025,15090.0,11028.0,1020.0,55904.0,4911
AEP5,OHIO POWER,2025,3948.0,3037.0,328.0,12210.0,4911
OTTR,OTTER TAIL CORP,2025,1304.058,840.269,275.893,3964.279,4911
MEC2,PACIFICORP,2025,7493.0,5212.0,640.0,37190.0,4911
PPL,PPL CORP,2025,9057.0,5442.0,1181.0,45244.0,4911
EXC,EXELON CORP,2025,24258.0,15471.0,2768.0,116570.0,4911
COP,CONOCOPHILLIPS,2025,58944.0,34802.0,7988.0,121939.0,1311
NU4,PUBLIC SERVICE CO/N H,2025,1376.351,799.864,269.354,7029.231,4911
TXNM,TXNM ENERGY INC,2025,2165.606,1254.543,151.89,12059.285,4911
AEP12,PUBLIC SERVICE CO OF OKLA,2025,2015.6,1437.2,252.0,10218.0,4911
EIX,EDISON INTERNATIONAL,2025,19317.0,11624.0,4701.0,94026.0,4911
SO,SOUTHERN CO,2025,29553.0,16767.0,4341.0,155720.0,4911
AEP13,SOUTHWESTERN ELECTRIC PWR CO,2025,2327.1,1497.9,388.0,13524.0,4911
NCE2,SOUTHWESTERN PUBLIC SVC CO,2025,2180.0,1224.0,395.0,11998.0,4911
PNM2,TEXAS NEW MEXICO POWER CO,2025,681.316,308.658,124.29,4187.718,4911
USEG,US ENERGY CORP,2025,7.353,9.4,-14.374,40.63,1311
D1,VIRGINIA ELECTRIC & POWER CO,2025,11812.0,6764.0,2101.0,79243.0,4911
OVV,OVINTIV INC,2025,8908.0,5239.0,1242.0,20390.0,1311
ALTX,ALTEX INDUSTRIES INC,2025,0.018,0.002,-0.192,2.745,1311
POR,PORTLAND GENERAL ELECTRIC CO,2025,3576.0,2401.0,306.0,13230.0,4911
AEP10,AEP GENERATING CO,2025,281.714,210.129,8.475,415.99,4911
ATE1,ATLANTIC CITY ELECTRIC CO,2025,1718.0,1145.0,188.0,5632.0,4911
EIX1,SOUTHERN CALIFORNIA EDISON,2025,19276.0,11378.0,5033.0,93845.0,4911
DVN,DEVON ENERGY CORP,2025,17188.0,9202.0,2642.0,31599.0,1311
VLO,VALERO ENERGY CORP,2025,115939.0,108183.0,2348.0,57988.0,2911
CIN3,DUKE ENERGY INDIANA INC,2025,3544.0,1937.0,520.0,16346.0,4911
EOG,EOG RESOURCES INC,2025,22595.0,5752.0,4980.0,51799.0,1311
TALO,TALOS ENERGY INC,2025,1780.07,1001.616,-494.29,5552.057,1311
AR,ANTERO RESOURCES CORP,2025,5275.823,3345.891,634.418,13245.407,1311
CTRA,COTERRA ENERGY INC,2025,7645.0,2478.0,1717.0,24241.0,1311
CRC,CALIFORNIA RESOURCES CORP,2025,3669.0,1971.0,363.0,7403.0,1311
HESM,HESS MIDSTREAM LP,2025,1621.3,370.6,352.9,4388.3,1311
PARR,PAR PACIFIC HOLDINGS INC,2025,7464.65,6750.081,369.391,3833.689,2911
BSM,BLACK STONE MINERALS LP,2025,469.919,49.165,299.932,1335.554,1311
PPL5,KENTUCKY UTILITIES CO,2025,2064.0,1040.0,398.0,10758.0,4911
SM,SM ENERGY CO,2025,3154.0,900.0,648.0,9253.0,1311
EP,EMPIRE PETROLEUM CORP,2025,34.203,79.366,-72.074,65.873,1311
GPOR,GULFPORT ENERGY CORP,2025,1422.583,473.088,427.81,3029.54,1311
PR,PERMIAN RESOURCES CORP,2025,5065.211,1343.477,935.174,17912.185,1311
EXE,EXPAND ENERGY CORP,2025,12189.0,6364.0,1819.0,28287.0,1311
SHASF,SHAMARAN PETROLEUM CORP,2025,154.869,39.738,26.827,452.763,1311
LNG,CHENIERE ENERGY INC,2025,19976.0,9125.0,5330.0,47882.0,1311
KRP,KIMBELL ROYALTY PARTNERS LP,2025,333.83,76.447,90.947,1229.34,1311
IPCFF,INTERNATIONAL PETROLEUM,2025,685.888,427.623,28.938,1977.629,1311
MGY,MAGNOLIA OIL & GAS CORP,2025,1311.845,330.107,325.252,2903.092,1311
UCM1,COMMONWEALTH EDISON CO,2025,7267.0,3898.0,1147.0,48285.0,4911
CRK,COMSTOCK RESOURCES INC,2025,1928.351,874.518,395.611,7007.062,1311
REPX,RILEY EXPL PERMIAN INC,2025,391.98,117.772,160.84,1169.578,1311
SLNG,STABILIS SOLUTIONS INC,2025,68.245,50.229,-1.354,83.11,1311
BEPC,BROOKFIELD RENEWABLE CORP,2025,3728.0,1605.0,-2344.0,46267.0,4911
HPK,HIGHPEAK ENERGY INC,2025,863.359,245.736,18.963,3213.714,1311
GRNT,GRANITE RIDGE RESOURCES INC,2025,450.306,157.111,24.353,1168.071,1311
SOC,SABLE OFFSHORE CORP,2025,0.0,0.0,-410.162,1740.822,1311
TPET,TRIO PETROLEUM CORP,2025,0.399,0.176,-7.282,13.214,1311
NUAI,NEW ERA ENERGY & DIGITAL INC,2025,0.885,13.291,-29.586,14.137,1311
CRGY,CRESCENT ENERGY CO,2025,3579.782,1842.183,132.906,12443.207,1311
CEG,CONSTELLATION ENE CORP,2025,25533.0,21359.0,2319.0,57249.0,4911
TXO,TXO ENERGY PARTNERS LP,2025,401.012,297.435,-21.619,1354.903,1311
BKV,BKV CORP,2025,1013.06,503.734,173.132,3129.707,1311
VTS,VITESSE ENERGY INC,2025,273.989,103.135,25.277,893.35,1311
MNR,MACH NATURAL RESOURCES LP,2025,1175.39,581.04,142.984,3777.308,1311
VG,VENTURE GLOBAL INC,2025,13769.0,6895.0,2260.0,53446.0,1311
INR,INFINITY NATURAL RSOURCS INC,2025,356.431,87.372,13.836,1240.852,1311
E,ENI SPA,2025,98161.584,84432.534,3062.119,160936.201,1311
EPM,EVOLUTION PETROLEUM CORP,2025,85.84,49.338,1.473,160.252,1311
DTE1,DETROIT EDISON CO,2025,6885.0,3664.0,1152.0,38990.0,4911
UNS1,TUCSON ELECTRIC POWER CO,2025,1688.702,1038.378,283.382,8139.27,4911
MWH,SOLV ENERGY INC,2025,2490.496,2179.156,149.183,1816.272,4911
SSLZY,SANTOS LTD,2025,5082.0,1538.0,818.0,30530.0,1311
MRNFF,MEREN ENERGY INC,2025,562.1,318.2,-31.6,1951.9,1311
STMGF,STAMPER OIL & GAS CORP,2025,0.0,0.0,-1.475,0.561,1311
EPD,ENTERPRISE PRODCT PARTNRS LP,2025,52596.0,43117.0,5814.0,77902.0,1311
POM4,DELMARVA POWER & LIGHT CO,2025,1971.0,1340.0,224.0,6789.0,4911
NST1,NSTAR ELECTRIC CO,2025,3986.599,2656.486,630.623,20532.899,4911
OGE1,OKLAHOMA GAS & ELECTRIC CO,2025,3260.1,1900.3,499.8,14277.5,4911
AEE1,UNION ELECTRIC CO,2025,4795.0,3025.0,750.0,25400.0,4911
CNX,CNX RESOURCES CORP,2025,2239.874,774.097,633.162,9094.446,1311
9840B,OLD DOMINION ELECTRIC COOP,2025,1333.147,1155.815,48.735,2381.286,4911
NRG,NRG ENERGY INC,2025,30713.0,27470.0,864.0,29140.0,4911
BEP,BROOKFIELD RENEWABLE PRTS LP,2025,6407.0,3126.0,-37.0,98701.0,4911
NOG,NORTHERN OIL & GAS INC,2025,2475.723,1320.595,38.761,5409.375,1311
CUPUF,CARIBBEAN UTILITIES COMPANY,2025,283.997,189.464,47.369,879.588,4911
CEG1,BALTIMORE GAS & ELECTRIC CO,2025,5222.0,3657.0,578.0,17184.0,4911
PGN2,DUKE ENERGY PROGRESS INC,2025,7386.0,4147.0,1282.0,42527.0,4911
CNL1,CLECO POWER LLC,2025,1328.228,760.448,228.101,5925.672,4911
IDA1,IDAHO POWER CO,2025,1809.609,1203.12,315.862,10036.896,4911
SRP2,NEVADA POWER CO,2025,2357.0,1564.0,247.0,11975.0,4911
PPL2,PPL ELECTRIC UTILITIES CORP,2025,3113.0,1657.0,639.0,16886.0,4911
POM3,POTOMAC ELECTRIC POWER CO,2025,3454.0,2342.0,401.0,12728.0,4911
CNP6,CENTERPOINT ENRG HOUSTON ELE,2025,4084.0,2225.0,578.0,21578.0,4911
TXU3,ONCOR ELECTRIC DELIVERY CO,2025,6778.0,3607.0,1070.0,47795.0,4911
GXP1,KANSAS CITY POWER & LIGHT CO,2025,1916.1,1002.8,320.5,10352.2,4911
SO6,SOUTHERN POWER CO,2025,2198.0,1374.0,125.0,12657.0,4911
VST,VISTRA CORP,2025,17667.0,13771.0,944.0,41550.0,4911
ORA,ORMAT TECHNOLOGIES INC,2025,989.543,519.228,123.898,6246.508,4911
GTE,GRAN TIERRA ENERGY INC,2025,596.713,269.059,-193.119,1586.079,1311
DK,DELEK US HOLDINGS INC,2025,10722.9,9715.1,-22.8,6847.7,2911
FANG,DIAMONDBACK ENERGY INC,2025,15026.0,8329.0,1664.0,71059.0,1311
PSX,PHILLIPS 66,2025,132376.0,123272.0,4403.0,73680.0,2911
REI,RING ENERGY INC,2025,307.178,211.683,-34.731,1411.899,1311
SD,SANDRIDGE ENERGY INC,2025,156.357,46.037,70.203,644.021,1311
CVI,CVR ENERGY INC,2025,7162.0,6422.0,27.0,3706.0,2911
BIP,BROOKFIELD INFRS PTRS LP,2025,23100.0,13278.0,1091.0,128150.0,4911
ETR8,ENTERGY TEXAS INC,2025,2127.584,1343.13,334.071,10028.146,4911
NMEX,NORTHERN MINERALS & EXPL LTD,2025,0.009,0.149,-0.384,0.162,1311
DUK5,DUKE ENERGY CAROLINAS LLC,2025,9713.0,4989.0,2108.0,59175.0,4911
PARXF,PAREX RESOURCES INC,2025,887.497,332.665,255.083,2341.092,1311
CHRD,CHORD ENERGY CORP,2025,4877.126,2540.559,44.459,13074.274,1311
KOS,KOSMOS ENERGY LTD,2025,1288.352,1088.617,-699.786,4696.626,1311
MPC,MARATHON PETROLEUM CORP,2025,132699.0,120331.0,4047.0,83955.0,2911
MTDR,MATADOR RESOURCES CO,2025,3696.277,1129.462,759.221,11710.569,1311
AMPY,AMPLIFY ENERGY CORP,2025,263.361,217.439,43.968,600.9,1311
PBF,PBF ENERGY INC,2025,29332.3,29492.3,-158.5,13019.9,2911
DEC,DIVERSIFIED ENERGY CO,2025,1611.455,738.754,341.115,6168.959,1311
TBN,TAMBORAN RESOURCES CORP,2025,0.0,0.0,-36.901,446.462,1311
